,ID,Count
0,18288,413.1212911285635
1,18289,329.69240371768416
2,18290,279.0213212722523
3,18291,230.54534946883487
4,18292,194.05071735694764
5,18293,173.70740100570356
6,18294,186.78262526465966
7,18295,216.6185103788635
8,18296,249.44973041594992
9,18297,322.3435550465926
10,18298,457.53006796316515
11,18299,507.2320714629583
12,18300,512.6060547069542
13,18301,453.3600918940542
14,18302,484.75237652701054
15,18303,478.6295595522947
16,18304,466.4132916315185
17,18305,477.2787222341319
18,18306,489.025133696417
19,18307,518.9050678536044
20,18308,498.64984958832656
21,18309,465.43687117871605
22,18310,467.1254178264194
23,18311,456.08379105187163
24,18312,393.4995468159324
25,18313,314.03322519920897
26,18314,265.7688331014772
27,18315,219.59529195089425
28,18316,184.8340208529765
29,18317,165.4569373260553
30,18318,177.9111364460294
31,18319,206.32992657717716
32,18320,237.6017842214912
33,18321,307.03341985440653
34,18322,435.79906982363786
35,18323,483.1404106671096
36,18324,488.25914944073224
37,18325,431.82715230530823
38,18326,461.7284186932972
39,18327,455.89641304138365
40,18328,444.2603729876855
41,18329,454.6097355354458
42,18330,465.79823558707886
43,18331,494.2589825934202
44,18332,474.96581281688543
45,18333,443.3303289208935
46,18334,444.9386758033156
47,18335,434.42148575478075
48,18336,379.0139368800401
49,18337,302.47295062213595
50,18338,255.98528015821012
51,18339,211.51149168047868
52,18340,178.0298617360888
53,18341,159.36609255968577
54,18342,171.36182439049605
55,18343,198.7344544637204
56,18344,228.85512417028013
57,18345,295.7308239727029
58,18346,419.7563186007428
59,18347,465.35491741858925
60,18348,470.2852238195741
61,18349,415.9306163660994
62,18350,444.7311493860567
63,18351,439.11383307673873
64,18352,427.90614202313515
65,18353,437.8745210852344
66,18354,448.651147098315
67,18355,476.06418951908836
68,18356,457.4812450377825
69,18357,427.01033498579795
70,18358,428.5594749751781
71,18359,418.42944652288253
72,18360,263.4637029461629
73,18361,210.25781866481162
74,18362,177.94287557172066
75,18363,147.02784090877083
76,18364,123.75377801167468
77,18365,110.78004470090217
78,18366,119.11862969782996
79,18367,138.14614762456446
80,18368,159.0839084927624
